run_id,input_file,output_file,original_name,final_match,replacements
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,pole_pairs_p,number_of_poles,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,rated_current_In,rated_current,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,rated_power_Pn,rated_output_power,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,rated_speed_n_rated,rated_current,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,rated_torque_T_rated,ratedTorque_kNm,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,rated_voltage_Un,rated_voltage,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,rotor_electrical_speed_omega_m,locked_rotor_current,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,rotor_flux_psi_R,magnetic_flux,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,rotor_resistance_RR,resistance,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,slip_frequency_omega_r,slip_ratio,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,stator_current_d_isd,locked_rotor_current,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,stator_current_q_isq,locked_rotor_current,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,stator_current_space_vector_is,locked_rotor_current,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,stator_flux_psi_s,magnetic_flux,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,stator_frequency_omega_s,angular_frequency,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,stator_resistance_Rs,resistance,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,stator_transient_inductance_L_s_prime,inductance,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,stator_voltage_space_vector_us,voltage,2
run_2026-02-27_143343,hinkkanen.ttl,hinkkanen_corrected.ttl,total_moment_of_inertia_J_total,moment_of_inertia,2
