file,original_name,best_match,confidence,status,reason,method,top_sim,margin,top_candidates
hinkkanen.ttl,electromagnetic_torque_Te,,0.0,SKIPPED_NOT_IN_STANDARD,Skipped (Not found in standard / not defined in ontology),SKIP_LIST,0.0,0.0,[]
hinkkanen.ttl,rated_power_Pn,rated_output_power,0.54,ACCEPT,"The OEM variable 'rated_power_Pn' most closely matches the ontology property 'rated_output_power' based on the highest similarity score (0.54). Both refer to the rated or nominal output power of a motor, and the ontology property explicitly uses the term 'rated' and specifies the unit as kW, which aligns with typical usage for 'Pn'.",LLM,0.5395610928535461,0.04306104779243469,"[{""id"": ""rated_output_power"", ""sim"": 0.5396}, {""id"": ""output_power"", ""sim"": 0.4965}, {""id"": ""input_power"", ""sim"": 0.4812}, {""id"": ""power_factor"", ""sim"": 0.4785}, {""id"": ""power"", ""sim"": 0.4741}]"
hinkkanen.ttl,rated_voltage_Un,rated_voltage,0.5399122834205627,ACCEPT,"Auto by margin (top_sim=0.540, margin=0.092)",AUTO_MARGIN,0.5399122834205627,0.0915575623512268,"[{""id"": ""rated_voltage"", ""sim"": 0.5399}, {""id"": ""rated_output_power"", ""sim"": 0.4484}, {""id"": ""rated_current"", ""sim"": 0.4446}, {""id"": ""output_power"", ""sim"": 0.3947}, {""id"": ""power_factor"", ""sim"": 0.3945}]"
hinkkanen.ttl,rated_frequency_fn,,0.44204026460647583,HUMAN_REVIEW,Low similarity (top_sim=0.442 < MIN_SIM=0.45),LOW_SIM,0.44204026460647583,0.00887957215309143,"[{""id"": ""angular_frequency"", ""sim"": 0.442}, {""id"": ""frequency"", ""sim"": 0.4332}, {""id"": ""rotational_frequency"", ""sim"": 0.4079}, {""id"": ""rated_voltage"", ""sim"": 0.3853}, {""id"": ""naturalFrequency_Hz"", ""sim"": 0.3754}]"
hinkkanen.ttl,rated_speed_n_rated,rated_current,0.505,ACCEPT,"The variable 'rated_speed_n_rated' most closely matches 'rated_current' based on the highest similarity score among the candidates. However, the match is not ideal as 'rated_speed_n_rated' likely refers to rated speed (rpm), while 'rated_current' refers to electrical current (A). None of the candidates directly represent rated speed, but 'rated_current' is selected strictly by similarity score.",LLM,0.5051589608192444,0.0019057989120483398,"[{""id"": ""rated_current"", ""sim"": 0.5052}, {""id"": ""rated_voltage"", ""sim"": 0.5033}, {""id"": ""rated_output_power"", ""sim"": 0.5012}, {""id"": ""nn_rpm"", ""sim"": 0.4465}, {""id"": ""ratedTorque_kNm"", ""sim"": 0.4455}]"
hinkkanen.ttl,rated_current_In,rated_current,0.55,ACCEPT,"The OEM variable 'rated_current_In' closely matches the ontology candidate 'rated_current' based on semantic similarity (sim=0.546). Both refer to the rated current of a motor, with matching units (A) and relevant domain (MotorRatedPoint). The other candidates are less similar in meaning and unit.",LLM,0.5460880994796753,0.048208415508270264,"[{""id"": ""rated_current"", ""sim"": 0.5461}, {""id"": ""rated_voltage"", ""sim"": 0.4979}, {""id"": ""rated_output_power"", ""sim"": 0.4951}, {""id"": ""locked_rotor_current"", ""sim"": 0.472}, {""id"": ""input_power"", ""sim"": 0.4631}]"
hinkkanen.ttl,rated_torque_T_rated,ratedTorque_kNm,0.541,ACCEPT,"The OEM variable 'rated_torque_T_rated' most closely matches the ontology property 'ratedTorque_kNm' based on both semantic similarity (highest sim score among candidates) and the alignment of meaning: both refer to the rated torque value. The domain (Gearbox or Coupling) may need further clarification, but 'ratedTorque_kNm' is the most appropriate mapping for the variable.",LLM,0.5411274433135986,0.014875173568725586,"[{""id"": ""ratedTorque_kNm"", ""sim"": 0.5411}, {""id"": ""ratedTorque_kNm"", ""sim"": 0.5263}, {""id"": ""breakdown_torque"", ""sim"": 0.5214}, {""id"": ""locked_rotor_torque"", ""sim"": 0.5172}, {""id"": ""rated_output_power"", ""sim"": 0.5135}]"
hinkkanen.ttl,total_moment_of_inertia_J_total,moment_of_inertia,0.5091203451156616,ACCEPT,"Auto by margin (top_sim=0.509, margin=0.126)",AUTO_MARGIN,0.5091203451156616,0.12570887804031372,"[{""id"": ""moment_of_inertia"", ""sim"": 0.5091}, {""id"": ""charpyV_J"", ""sim"": 0.3834}, {""id"": ""inertiaRatio_Ie_It"", ""sim"": 0.381}, {""id"": ""comp:TorsionalVibrationDamper1"", ""sim"": 0.3704}, {""id"": ""torsionalStiffness_kNmPerRad"", ""sim"": 0.3697}]"
hinkkanen.ttl,stator_resistance_Rs,resistance,0.49,ACCEPT,"The OEM variable 'stator_resistance_Rs' refers to the electrical resistance of the stator winding in a motor. Among the candidates, 'resistance' is the most relevant ontology property, as it directly represents resistance (with unit ohm) and is associated with the MotorEquivalentCircuit domain, which matches the context of stator resistance. The similarity score is the highest among the candidates, though not very high, indicating a moderate match.",LLM,0.49072760343551636,0.039775699377059937,"[{""id"": ""resistance"", ""sim"": 0.4907}, {""id"": ""locked_rotor_current"", ""sim"": 0.451}, {""id"": ""locked_rotor_torque"", ""sim"": 0.4448}, {""id"": ""copper_losses"", ""sim"": 0.4395}, {""id"": ""winding_temperature_rise_K"", ""sim"": 0.4332}]"
hinkkanen.ttl,rotor_resistance_RR,resistance,0.47,ACCEPT,"The OEM variable 'rotor_resistance_RR' refers to the resistance of the rotor in a motor, which aligns with the ontology candidate 'resistance' that is defined as a property of the MotorEquivalentCircuit with unit ohm. Although the similarity score is moderate, it is the most semantically appropriate match among the candidates, as the other options pertain to current, torque, losses, or temperature rise rather than electrical resistance.",LLM,0.5010961294174194,0.010512679815292358,"[{""id"": ""locked_rotor_current"", ""sim"": 0.5011}, {""id"": ""locked_rotor_torque"", ""sim"": 0.4906}, {""id"": ""resistance"", ""sim"": 0.4707}, {""id"": ""copper_losses"", ""sim"": 0.421}, {""id"": ""winding_temperature_rise_K"", ""sim"": 0.4185}]"
